Sample	Library	ReadGroup	Platform	SequencingCenter	Date	Lane	Unit	Flavor	Encoding	Run	Genome	NucleicAcid	Patient	Type	Folder	Agilent	Location	Seqfile1	Seqfile2
PNATM-114-normal	PNATM-114-normal	wes.PTATM-014_PNATM-114-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-114	Normal	21	V6UTRr2	data/FastQ/21	wes.PTATM-014_PNATM-114-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-014_PNATM-114-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-114-tumor	PNATM-114-tumor	wes.PTATM-014_PNATM-114-tumor_HW3MFDSXX_4	Illumina	MAYO	1/1/2019	4	A00265.268.HW3MFDSXX.4	150x2	33	268	grch38	exome	PNATM-114	Tumor	22	V6UTRr2	data/FastQ/22	wes.PTATM-014_PNATM-114-tumor_HW3MFDSXX_4_R1.fq.gz	wes.PTATM-014_PNATM-114-tumor_HW3MFDSXX_4_R2.fq.gz
PNATM-115-normal	PNATM-115-normal	wes.PTATM-015_PNATM-115-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-115	Normal	23	V6UTRr2	data/FastQ/23	wes.PTATM-015_PNATM-115-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-015_PNATM-115-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-115-tumor	PNATM-115-tumor	wes.PTATM-015_PNATM-115-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-115	Tumor	24	V6UTRr2	data/FastQ/24	wes.PTATM-015_PNATM-115-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-015_PNATM-115-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-115-tumor	PNATM-115-tumor	wes.PTATM-015_PNATM-115-tumor_HWVWKDSXX_1	Illumina	MAYO	1/1/2019	1	A00583.210.HWVWKDSXX.1	150x2	33	210	grch38	exome	PNATM-115	Tumor	24	V6UTRr2	data/FastQ/24	wes.PTATM-015_PNATM-115-tumor_HWVWKDSXX_1_R1.fq.gz	wes.PTATM-015_PNATM-115-tumor_HWVWKDSXX_1_R2.fq.gz
PNATM-116-normal	PNATM-116-normal	wes.PTATM-016_PNATM-116-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-116	Normal	25	V6UTRr2	data/FastQ/25	wes.PTATM-016_PNATM-116-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-016_PNATM-116-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-116-tumor	PNATM-116-tumor	wes.PTATM-016_PNATM-116-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-116	Tumor	26	V6UTRr2	data/FastQ/26	wes.PTATM-016_PNATM-116-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-016_PNATM-116-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-117-normal	PNATM-117-normal	wes.PTATM-017_PNATM-117-normal_HW3MFDSXX_4	Illumina	MAYO	1/1/2019	4	A00265.268.HW3MFDSXX.4	150x2	33	268	grch38	exome	PNATM-117	Normal	27	V6UTRr2	data/FastQ/27	wes.PTATM-017_PNATM-117-normal_HW3MFDSXX_4_R1.fq.gz	wes.PTATM-017_PNATM-117-normal_HW3MFDSXX_4_R2.fq.gz
PNATM-117-tumor	PNATM-117-tumor	wes.PTATM-017_PNATM-117-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-117	Tumor	28	V6UTRr2	data/FastQ/28	wes.PTATM-017_PNATM-117-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-017_PNATM-117-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-118-normal	PNATM-118-normal	wes.PTATM-018_PNATM-118-normal_HW3MFDSXX_4	Illumina	MAYO	1/1/2019	4	A00265.268.HW3MFDSXX.4	150x2	33	268	grch38	exome	PNATM-118	Normal	29	V6UTRr2	data/FastQ/29	wes.PTATM-018_PNATM-118-normal_HW3MFDSXX_4_R1.fq.gz	wes.PTATM-018_PNATM-118-normal_HW3MFDSXX_4_R2.fq.gz
PNATM-101-tumor	PNATM-101-tumor	wes.PTATM-001_PNATM-101-tumor_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-101	Tumor	2	V6UTRr2	data/FastQ/2	wes.PTATM-001_PNATM-101-tumor_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-001_PNATM-101-tumor_HV3VLDSXX_4_R2.fq.gz
PNATM-118-tumor	PNATM-118-tumor	wes.PTATM-018_PNATM-118-tumor_HW3MFDSXX_4	Illumina	MAYO	1/1/2019	4	A00265.268.HW3MFDSXX.4	150x2	33	268	grch38	exome	PNATM-118	Tumor	30	V6UTRr2	data/FastQ/30	wes.PTATM-018_PNATM-118-tumor_HW3MFDSXX_4_R1.fq.gz	wes.PTATM-018_PNATM-118-tumor_HW3MFDSXX_4_R2.fq.gz
PNATM-119-normal	PNATM-119-normal	wes.PTATM-019_PNATM-119-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-119	Normal	31	V6UTRr2	data/FastQ/31	wes.PTATM-019_PNATM-119-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-019_PNATM-119-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-119-tumor	PNATM-119-tumor	wes.PTATM-019_PNATM-119-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-119	Tumor	32	V6UTRr2	data/FastQ/32	wes.PTATM-019_PNATM-119-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-019_PNATM-119-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-121-normal	PNATM-121-normal	wes.PTATM-021_PNATM-121-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-121	Normal	33	V6UTRr2	data/FastQ/33	wes.PTATM-021_PNATM-121-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-021_PNATM-121-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-121-tumor	PNATM-121-tumor	wes.PTATM-021_PNATM-121-tumor_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-121	Tumor	34	V6UTRr2	data/FastQ/34	wes.PTATM-021_PNATM-121-tumor_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-021_PNATM-121-tumor_HV3VLDSXX_4_R2.fq.gz
PNATM-122-normal	PNATM-122-normal	wes.PTATM-022_PNATM-122-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-122	Normal	35	V6UTRr2	data/FastQ/35	wes.PTATM-022_PNATM-122-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-022_PNATM-122-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-122-tumor	PNATM-122-tumor	wes.PTATM-022_PNATM-122-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-122	Tumor	36	V6UTRr2	data/FastQ/36	wes.PTATM-022_PNATM-122-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-022_PNATM-122-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-122-tumor	PNATM-122-tumor	wes.PTATM-022_PNATM-122-tumor_HWVWKDSXX_1	Illumina	MAYO	1/1/2019	1	A00583.210.HWVWKDSXX.1	150x2	33	210	grch38	exome	PNATM-122	Tumor	36	V6UTRr2	data/FastQ/36	wes.PTATM-022_PNATM-122-tumor_HWVWKDSXX_1_R1.fq.gz	wes.PTATM-022_PNATM-122-tumor_HWVWKDSXX_1_R2.fq.gz
PNATM-123-normal	PNATM-123-normal	wes.PTATM-023_PNATM-123-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-123	Normal	37	V6UTRr2	data/FastQ/37	wes.PTATM-023_PNATM-123-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-023_PNATM-123-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-123-tumor	PNATM-123-tumor	wes.PTATM-023_PNATM-123-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-123	Tumor	38	V6UTRr2	data/FastQ/38	wes.PTATM-023_PNATM-123-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-023_PNATM-123-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-123-tumor	PNATM-123-tumor	wes.PTATM-023_PNATM-123-tumor_HWVWKDSXX_1	Illumina	MAYO	1/1/2019	1	A00583.210.HWVWKDSXX.1	150x2	33	210	grch38	exome	PNATM-123	Tumor	38	V6UTRr2	data/FastQ/38	wes.PTATM-023_PNATM-123-tumor_HWVWKDSXX_1_R1.fq.gz	wes.PTATM-023_PNATM-123-tumor_HWVWKDSXX_1_R2.fq.gz
PNATM-124-normal	PNATM-124-normal	wes.PTATM-024_PNATM-124-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-124	Normal	39	V6UTRr2	data/FastQ/39	wes.PTATM-024_PNATM-124-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-024_PNATM-124-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-102-normal	PNATM-102-normal	wes.PTATM-002_PNATM-102-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-102	Normal	3	V6UTRr2	data/FastQ/3	wes.PTATM-002_PNATM-102-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-002_PNATM-102-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-124-tumor	PNATM-124-tumor	wes.PTATM-024_PNATM-124-tumor_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-124	Tumor	40	V6UTRr2	data/FastQ/40	wes.PTATM-024_PNATM-124-tumor_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-024_PNATM-124-tumor_HV3VLDSXX_4_R2.fq.gz
PNATM-125-normal	PNATM-125-normal	wes.PTATM-025_PNATM-125-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-125	Normal	41	V6UTRr2	data/FastQ/41	wes.PTATM-025_PNATM-125-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-025_PNATM-125-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-125-tumor	PNATM-125-tumor	wes.PTATM-025_PNATM-125-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-125	Tumor	42	V6UTRr2	data/FastQ/42	wes.PTATM-025_PNATM-125-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-025_PNATM-125-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-125-tumor	PNATM-125-tumor	wes.PTATM-025_PNATM-125-tumor_HWVWKDSXX_1	Illumina	MAYO	1/1/2019	1	A00583.210.HWVWKDSXX.1	150x2	33	210	grch38	exome	PNATM-125	Tumor	42	V6UTRr2	data/FastQ/42	wes.PTATM-025_PNATM-125-tumor_HWVWKDSXX_1_R1.fq.gz	wes.PTATM-025_PNATM-125-tumor_HWVWKDSXX_1_R2.fq.gz
PNATM-102-tumor	PNATM-102-tumor	wes.PTATM-002_PNATM-102-tumor_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-102	Tumor	4	V6UTRr2	data/FastQ/4	wes.PTATM-002_PNATM-102-tumor_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-002_PNATM-102-tumor_HW3MFDSXX_2_R2.fq.gz
PNATM-102-tumor	PNATM-102-tumor	wes.PTATM-002_PNATM-102-tumor_HWVWKDSXX_1	Illumina	MAYO	1/1/2019	1	A00583.210.HWVWKDSXX.1	150x2	33	210	grch38	exome	PNATM-102	Tumor	4	V6UTRr2	data/FastQ/4	wes.PTATM-002_PNATM-102-tumor_HWVWKDSXX_1_R1.fq.gz	wes.PTATM-002_PNATM-102-tumor_HWVWKDSXX_1_R2.fq.gz
PNATM-103-normal	PNATM-103-normal	wes.PTATM-003_PNATM-103-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-103	Normal	5	V6UTRr2	data/FastQ/5	wes.PTATM-003_PNATM-103-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-003_PNATM-103-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-103-tumor	PNATM-103-tumor	wes.PTATM-003_PNATM-103-tumor_HW3MFDSXX_4	Illumina	MAYO	1/1/2019	4	A00265.268.HW3MFDSXX.4	150x2	33	268	grch38	exome	PNATM-103	Tumor	6	V6UTRr2	data/FastQ/6	wes.PTATM-003_PNATM-103-tumor_HW3MFDSXX_4_R1.fq.gz	wes.PTATM-003_PNATM-103-tumor_HW3MFDSXX_4_R2.fq.gz
PNATM-104-normal	PNATM-104-normal	wes.PTATM-004_PNATM-104-normal_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-104	Normal	7	V6UTRr2	data/FastQ/7	wes.PTATM-004_PNATM-104-normal_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-004_PNATM-104-normal_HV3VLDSXX_4_R2.fq.gz
PNATM-104-tumor	PNATM-104-tumor	wes.PTATM-004_PNATM-104-tumor_HV3VLDSXX_4	Illumina	MAYO	1/1/2019	4	A00583.206.HV3VLDSXX.4	150x2	33	206	grch38	exome	PNATM-104	Tumor	8	V6UTRr2	data/FastQ/8	wes.PTATM-004_PNATM-104-tumor_HV3VLDSXX_4_R1.fq.gz	wes.PTATM-004_PNATM-104-tumor_HV3VLDSXX_4_R2.fq.gz
PNATM-105-normal	PNATM-105-normal	wes.PTATM-005_PNATM-105-normal_HW3MFDSXX_2	Illumina	MAYO	1/1/2019	2	A00265.268.HW3MFDSXX.2	150x2	33	268	grch38	exome	PNATM-105	Normal	9	V6UTRr2	data/FastQ/9	wes.PTATM-005_PNATM-105-normal_HW3MFDSXX_2_R1.fq.gz	wes.PTATM-005_PNATM-105-normal_HW3MFDSXX_2_R2.fq.gz
